"","pollster","date_start","date_median","date_end","mode","sample_size","sample_space","percent_biden","percent_trump","state_abb","state_full"
"1670","Climate Nexus",2020-02-15,2020-02-17,2020-02-19,"Internet",675,"RV",46,44,"NC","North Carolina"
"1671","Marist College",2020-02-23,2020-02-25,2020-02-27,"Live Phone",2120,"RV",49,45,"NC","North Carolina"
"1672","East Carolina University",2020-02-27,2020-02-27,2020-02-28,"IVR/Internet",1288,"RV",48,46,"NC","North Carolina"
"1673","Harper Polling",2020-04-05,2020-04-06,2020-04-07,"Live Phone",500,"LV",42,49,"NC","North Carolina"
"1674","GBAO",2020-04-13,2020-04-14,2020-04-16,"Live Phone",500,"LV",48,46,"NC","North Carolina"
"1675","Public Policy Polling",2020-04-14,2020-04-14,2020-04-15,"IVR",1318,"V",48,47,"NC","North Carolina"
"1676","Garin-Hart-Yang Research Group",2020-04-13,2020-04-15,2020-04-18,"Internet",800,"LV",48,45,"NC","North Carolina"
"1677","Public Policy Polling",2020-04-20,2020-04-20,2020-04-21,"IVR",1275,"V",49,46,"NC","North Carolina"
"1678","SurveyUSA",2020-04-23,2020-04-24,2020-04-26,"Internet",580,"LV",50,45,"NC","North Carolina"
"1679","Meredith College",2020-04-27,2020-04-27,2020-04-28,"Internet",604,"RV",47,40,"NC","North Carolina"
"1680","Civiqs",2020-05-02,2020-05-03,2020-05-04,"Internet",1362,"RV",49,46,"NC","North Carolina"
"1681","East Carolina University",2020-05-07,2020-05-08,2020-05-09,"IVR/Internet",1111,"RV",43,46,"NC","North Carolina"
"1682","Meeting Street Insights",2020-05-09,2020-05-11,2020-05-13,"Live Phone",500,"RV",47,47,"NC","North Carolina"
"1683","Redfield & Wilton Strategies",2020-05-10,2020-05-12,2020-05-14,"Internet",859,"LV",45,43,"NC","North Carolina"
"1684","Neighborhood Research and Media",2020-05-12,2020-05-16,2020-05-21,"Live Phone",391,"LV",42,42,"NC","North Carolina"
"1685","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",1403,"LV",46,49,"NC","North Carolina"
"1686","Harper Polling",2020-05-26,2020-05-27,2020-05-28,"Live Phone",500,"LV",44,47,"NC","North Carolina"
"1687","Change Research",2020-05-29,2020-05-30,2020-05-31,"Internet",806,"LV",46,45,"NC","North Carolina"
"1688","Public Policy Polling",2020-06-02,2020-06-02,2020-06-03,"IVR",949,"V",49,45,"NC","North Carolina"
"1689","Change Research",2020-06-12,2020-06-13,2020-06-14,"Internet",378,"LV",47,45,"NC","North Carolina"
"1690","Siena College/The New York Times Upshot",2020-06-08,2020-06-13,2020-06-18,"Live Phone",653,"RV",49,40,"NC","North Carolina"
"1691","Redfield & Wilton Strategies",2020-06-14,2020-06-15,2020-06-17,"Internet",902,"LV",46,46,"NC","North Carolina"
"1692","Gravis Marketing",2020-06-17,2020-06-17,2020-06-17,"IVR/Internet",631,"RV",43,46,"NC","North Carolina"
"1693","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",1498,"LV",49,49,"NC","North Carolina"
"1694","Fox News",2020-06-20,2020-06-21,2020-06-23,"Live Phone",1012,"RV",47,45,"NC","North Carolina"
"1695","Public Policy Polling",2020-06-22,2020-06-22,2020-06-23,"IVR",1157,"V",48,46,"NC","North Carolina"
"1696","East Carolina University",2020-06-22,2020-06-23,2020-06-25,"IVR/Internet",1149,"RV",45,44,"NC","North Carolina"
"1697","Change Research",2020-06-26,2020-06-27,2020-06-28,"Internet",468,"LV",51,44,"NC","North Carolina"
"1698","Public Policy Polling",2020-07-07,2020-07-07,2020-07-08,"IVR",818,"V",50,46,"NC","North Carolina"
"1699","Change Research",2020-07-10,2020-07-11,2020-07-12,"Internet",655,"LV",47,46,"NC","North Carolina"
"1700","Cardinal Point Analytics",2020-07-13,2020-07-14,2020-07-15,"IVR",547,"LV",48,49,"NC","North Carolina"
"1701","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",3466,"LV",49,50,"NC","North Carolina"
"1702","Marist College",2020-07-14,2020-07-18,2020-07-22,"Live Phone",882,"RV",51,44,"NC","North Carolina"
"1703","Redfield & Wilton Strategies",2020-07-19,2020-07-20,2020-07-21,"Internet",919,"LV",43,42,"NC","North Carolina"
"1704","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",1504,"LV",47,47,"NC","North Carolina"
"1705","Zogby Analytics",2020-07-21,2020-07-22,2020-07-23,"Internet",809,"LV",44,40,"NC","North Carolina"
"1706","Cardinal Point Analytics",2020-07-22,2020-07-23,2020-07-24,"IVR",735,"LV",47,48,"NC","North Carolina"
"1707","Public Policy Polling",2020-07-23,2020-07-23,2020-07-24,"IVR",884,"V",49,46,"NC","North Carolina"
"1708","Change Research",2020-07-24,2020-07-25,2020-07-26,"Internet",284,"LV",49,46,"NC","North Carolina"
"1709","HIT Strategies",2020-07-23,2020-07-27,2020-07-31,"Internet",400,"RV",47,37,"NC","North Carolina"
"1710","Data for Progress",2020-07-24,2020-07-28,2020-08-02,"Internet",1170,"LV",46,44,"NC","North Carolina"
"1711","CBS/YouGov",2020-07-28,2020-07-29,2020-07-31,"Internet",1129,"LV",48,44,"NC","North Carolina"
"1712","Public Policy Polling",2020-07-30,2020-07-30,2020-07-31,"IVR",934,"V",49,46,"NC","North Carolina"
"1713","Pulse Opinion Research",2020-08-06,2020-08-06,2020-08-07,"IVR/Internet",750,"LV",47,48,"NC","North Carolina"
"1714","Change Research",2020-08-07,2020-08-08,2020-08-09,"Internet",491,"LV",47,48,"NC","North Carolina"
"1715","Harper Polling",2020-08-06,2020-08-08,2020-08-10,"Live Phone",600,"LV",45,44,"NC","North Carolina"
"1716","Emerson College",2020-08-08,2020-08-09,2020-08-10,"IVR/Internet",673,"LV",49,51,"NC","North Carolina"
"1717","Morning Consult",2020-08-07,2020-08-11,2020-08-16,"Internet",1493,"LV",49,46,"NC","North Carolina"
"1718","East Carolina University",2020-08-12,2020-08-12,2020-08-13,"IVR/Internet",1255,"RV",47,47,"NC","North Carolina"
"1719","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",2914,"LV",48,51,"NC","North Carolina"
"1720","Redfield & Wilton Strategies",2020-08-16,2020-08-16,2020-08-17,"Internet",967,"LV",44,46,"NC","North Carolina"
"1721","Morning Consult",2020-08-14,2020-08-18,2020-08-23,"Internet",1541,"LV",49,46,"NC","North Carolina"
"1722","Change Research",2020-08-21,2020-08-22,2020-08-23,"Internet",560,"LV",48,47,"NC","North Carolina"
"1723","Morning Consult",2020-08-21,2020-08-25,2020-08-30,"Internet",1567,"LV",49,47,"NC","North Carolina"
"1724","East Carolina University",2020-08-29,2020-08-29,2020-08-30,"IVR/Internet",1101,"LV",47,49,"NC","North Carolina"
"1725","Fox News",2020-08-29,2020-08-30,2020-09-01,"Live Phone",722,"LV",50,46,"NC","North Carolina"
"1726","Monmouth University",2020-08-29,2020-08-30,2020-09-01,"Live Phone",401,"LV",48,46,"NC","North Carolina"
"1727","Redfield & Wilton Strategies",2020-08-30,2020-09-01,2020-09-03,"Internet",951,"LV",43,44,"NC","North Carolina"
"1728","Benenson Strategy Group/GS Strategy Group",2020-08-28,2020-09-02,2020-09-08,"Internet",1600,"LV",48,48,"NC","North Carolina"
"1729","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",1592,"LV",48,47,"NC","North Carolina"
"1730","Change Research",2020-09-04,2020-09-05,2020-09-06,"Internet",442,"LV",49,47,"NC","North Carolina"
"1731","Kaiser Family Foundation",2020-08-29,2020-09-05,2020-09-13,"Internet",1172,"RV",45,43,"NC","North Carolina"
"1732","Rasmussen Reports/Pulse Opinion Research",2020-09-07,2020-09-07,2020-09-08,"IVR/Internet",1000,"LV",48,49,"NC","North Carolina"
"1733","Trafalgar Group",2020-09-09,2020-09-10,2020-09-11,"IVR",1046,"LV",46,48,"NC","North Carolina"
"1734","CNN/SSRS",2020-09-09,2020-09-11,2020-09-13,"Live Phone",787,"LV",49,46,"NC","North Carolina"
"1735","SurveyUSA",2020-09-10,2020-09-11,2020-09-13,"Internet",596,"LV",47,47,"NC","North Carolina"
"1736","Suffolk University",2020-09-11,2020-09-12,2020-09-14,"Live Phone",500,"LV",47,43,"NC","North Carolina"
"1737","Ipsos",2020-09-11,2020-09-13,2020-09-16,"Internet",586,"LV",47,47,"NC","North Carolina"
"1738","Redfield & Wilton Strategies",2020-09-12,2020-09-13,2020-09-15,"Internet",1092,"LV",47,45,"NC","North Carolina"
"1739","Siena College/The New York Times Upshot",2020-09-11,2020-09-13,2020-09-16,"Live Phone",653,"LV",45,44,"NC","North Carolina"
"1740","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",3475,"LV",52,46,"NC","North Carolina"
"1741","Emerson College",2020-09-16,2020-09-17,2020-09-18,"IVR/Internet",717,"LV",51,49,"NC","North Carolina"
"1742","Harper Polling",2020-09-17,2020-09-18,2020-09-20,"Live Phone",612,"LV",44,45,"NC","North Carolina"
"1743","Change Research",2020-09-18,2020-09-19,2020-09-20,"Internet",579,"LV",48,46,"NC","North Carolina"
"1744","Meredith College",2020-09-18,2020-09-20,2020-09-22,"Internet",705,"RV",46,45,"NC","North Carolina"
"1745","University of Massachusetts Lowell",2020-09-18,2020-09-21,2020-09-25,"Internet",921,"LV",48,49,"NC","North Carolina"
"1746","YouGov",2020-09-22,2020-09-23,2020-09-25,"Internet",1213,"LV",48,46,"NC","North Carolina"
"1747","Redfield & Wilton Strategies",2020-09-23,2020-09-24,2020-09-26,"Internet",1097,"LV",47,45,"NC","North Carolina"
"1748","ALG Research",2020-09-22,2020-09-25,2020-09-28,"Internet",822,"V",50,47,"NC","North Carolina"
"1749","Hart Research Associates",2020-09-24,2020-09-25,2020-09-27,"Internet",400,"LV",49,47,"NC","North Carolina"
"1750","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",4912,"LV",52,46,"NC","North Carolina"
"1751","Data for Progress",2020-09-30,2020-10-02,2020-10-05,"Internet",1285,"LV",51,44,"NC","North Carolina"
"1752","Ipsos",2020-09-29,2020-10-02,2020-10-06,"Internet",601,"LV",47,47,"NC","North Carolina"
"1753","Change Research",2020-10-02,2020-10-03,2020-10-04,"Internet",396,"LV",49,47,"NC","North Carolina"
"1754","East Carolina University",2020-10-02,2020-10-03,2020-10-04,"IVR/Internet",1232,"LV",50,47,"NC","North Carolina"
"1755","Public Policy Polling",2020-10-04,2020-10-04,2020-10-05,"IVR",911,"V",50,46,"NC","North Carolina"
"1756","Redfield & Wilton Strategies",2020-10-04,2020-10-05,2020-10-06,"Internet",938,"LV",49,44,"NC","North Carolina"
"1757","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",1993,"LV",50,46,"NC","North Carolina"
"1758","RMG Research",2020-10-07,2020-10-09,2020-10-11,"IVR/Internet",800,"LV",47,45,"NC","North Carolina"
"1759","Susquehanna Polling & Research Inc.",2020-10-07,2020-10-09,2020-10-11,"Live Phone",500,"LV",48,46,"NC","North Carolina"
"1760","Monmouth University",2020-10-08,2020-10-09,2020-10-11,"Live Phone",500,"LV",50,46,"NC","North Carolina"
"1761","Redfield & Wilton Strategies",2020-10-09,2020-10-09,2020-10-10,"Internet",950,"LV",49,42,"NC","North Carolina"
"1762","SurveyUSA",2020-10-08,2020-10-09,2020-10-11,"Internet",669,"LV",50,45,"NC","North Carolina"
"1763","Ipsos",2020-10-07,2020-10-10,2020-10-13,"Internet",660,"LV",48,47,"NC","North Carolina"
"1764","Siena College/The New York Times Upshot",2020-10-09,2020-10-11,2020-10-13,"Live Phone",627,"LV",46,42,"NC","North Carolina"
"1765","Redfield & Wilton Strategies",2020-10-10,2020-10-11,2020-10-13,"Internet",994,"LV",49,46,"NC","North Carolina"
"1766","Civiqs",2020-10-11,2020-10-12,2020-10-14,"Internet",1211,"LV",51,46,"NC","North Carolina"
"1767","CCES/YouGov",2020-09-29,2020-10-13,2020-10-27,"Internet",1627,"LV",49,45,"NC","North Carolina"
"1768","Emerson College",2020-10-13,2020-10-13,2020-10-14,"IVR/Internet",721,"LV",49,49,"NC","North Carolina"
"1769","ABC News/The Washington Post",2020-10-12,2020-10-14,2020-10-17,"Live Phone",646,"LV",50,48,"NC","North Carolina"
"1770","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",1904,"LV",50,47,"NC","North Carolina"
"1771","Data for Progress",2020-10-15,2020-10-16,2020-10-18,"Internet",929,"LV",48,44,"NC","North Carolina"
"1772","East Carolina University",2020-10-15,2020-10-16,2020-10-18,"IVR/Internet",1155,"LV",51,47,"NC","North Carolina"
"1773","Ipsos",2020-10-14,2020-10-17,2020-10-20,"Internet",660,"LV",49,46,"NC","North Carolina"
"1774","Change Research",2020-10-16,2020-10-17,2020-10-19,"Internet",521,"LV",50,47,"NC","North Carolina"
"1775","Meredith College",2020-10-16,2020-10-17,2020-10-19,"Internet",732,"LV",48,44,"NC","North Carolina"
"1776","Citizen Data",2020-10-17,2020-10-18,2020-10-20,"IVR/Internet",1000,"LV",50,44,"NC","North Carolina"
"1777","Rasmussen Reports/Pulse Opinion Research",2020-10-20,2020-10-20,2020-10-21,"IVR/Internet",800,"LV",48,49,"NC","North Carolina"
"1778","Trafalgar Group",2020-10-20,2020-10-21,2020-10-22,"IVR",1098,"LV",46,49,"NC","North Carolina"
"1779","YouGov",2020-10-20,2020-10-21,2020-10-23,"Internet",1022,"LV",51,47,"NC","North Carolina"
"1780","University of Massachusetts Lowell",2020-10-20,2020-10-23,2020-10-26,"Internet",911,"LV",48,48,"NC","North Carolina"
"1781","Harper Polling",2020-10-22,2020-10-23,2020-10-25,"Live Phone",504,"LV",47,46,"NC","North Carolina"
"1782","Ipsos",2020-10-21,2020-10-24,2020-10-27,"Internet",647,"LV",49,48,"NC","North Carolina"
"1783","SurveyUSA",2020-10-23,2020-10-24,2020-10-26,"Internet",627,"LV",48,48,"NC","North Carolina"
"1784","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",396,"RV",50,48,"NC","North Carolina"
"1785","RMG Research",2020-10-24,2020-10-25,2020-10-26,"IVR/Internet",800,"LV",48,47,"NC","North Carolina"
"1786","Siena College/The New York Times Upshot",2020-10-23,2020-10-25,2020-10-27,"Live Phone",1034,"LV",48,43,"NC","North Carolina"
"1787","Meeting Street Insights",2020-10-24,2020-10-25,2020-10-27,"Live Phone",600,"LV",48,45,"NC","North Carolina"
"1788","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",4867,"LV",51,47,"NC","North Carolina"
"1789","CNN/SSRS",2020-10-23,2020-10-26,2020-10-30,"Live Phone",901,"LV",51,45,"NC","North Carolina"
"1790","Gravis Marketing",2020-10-26,2020-10-26,2020-10-27,"IVR/Internet",614,"LV",49,46,"NC","North Carolina"
"1791","Marist College",2020-10-25,2020-10-26,2020-10-28,"Live Phone",800,"LV",52,46,"NC","North Carolina"
"1792","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",1982,"LV",49,48,"NC","North Carolina"
"1793","Public Policy Polling",2020-10-26,2020-10-26,2020-10-27,"IVR",937,"V",51,47,"NC","North Carolina"
"1794","Cardinal Point Analytics",2020-10-27,2020-10-27,2020-10-28,"IVR",750,"LV",46,48,"NC","North Carolina"
"1795","East Carolina University",2020-10-27,2020-10-27,2020-10-28,"IVR/Internet",1103,"LV",50,48,"NC","North Carolina"
"1796","Harris Poll",2020-10-26,2020-10-27,2020-10-29,"Internet",903,"LV",49,48,"NC","North Carolina"
"1797","Redfield & Wilton Strategies",2020-10-26,2020-10-27,2020-10-29,"Internet",1489,"LV",49,47,"NC","North Carolina"
"1798","Trafalgar Group",2020-10-27,2020-10-28,2020-10-29,"IVR",1082,"LV",47,49,"NC","North Carolina"
"1799","Rasmussen Reports/Pulse Opinion Research",2020-10-28,2020-10-28,2020-10-29,"IVR/Internet",800,"LV",47,48,"NC","North Carolina"
"1800","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",908,"LV",50,48,"NC","North Carolina"
"1801","Ipsos",2020-10-27,2020-10-29,2020-11-01,"Internet",707,"LV",49,48,"NC","North Carolina"
"1802","Ipsos",2020-10-27,2020-10-29,2020-11-01,"Internet",707,"LV",50,48,"NC","North Carolina"
"1803","Emerson College",2020-10-29,2020-10-30,2020-10-31,"IVR/Internet",855,"LV",47,47,"NC","North Carolina"
"1804","Swayable",2020-10-27,2020-10-30,2020-11-02,"Internet",690,"LV",52,46,"NC","North Carolina"
"1805","AtlasIntel",2020-10-30,2020-10-30,2020-10-31,"Internet",812,"LV",48,50,"NC","North Carolina"
"1806","Change Research",2020-10-29,2020-10-30,2020-11-01,"Internet",473,"LV",49,47,"NC","North Carolina"
"1807","Frederick Polls",2020-10-30,2020-10-30,2020-10-31,"Internet",676,"LV",51,49,"NC","North Carolina"
"1808","InsiderAdvantage",2020-10-30,2020-10-30,2020-10-31,"Internet",450,"LV",44,48,"NC","North Carolina"
"1809","1892 Polling",2019-07-15,2019-07-16,2019-07-17,"Live Phone",500,"LV",34,60,"ND","North Dakota"
"1810","DFM Research",2020-01-28,2020-01-30,2020-02-01,"Live Phone",392,"LV",38,57,"ND","North Dakota"
"1811","DFM Research",2020-03-03,2020-03-04,2020-03-05,"Live Phone",400,"LV",38,55,"ND","North Dakota"
"1812","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",88,"LV",28,71,"ND","North Dakota"
"1813","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",261,"LV",36,63,"ND","North Dakota"
"1814","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",269,"LV",32,66,"ND","North Dakota"
"1815","DFM Research",2020-09-12,2020-09-14,2020-09-16,"Live Phone",500,"LV",37,56,"ND","North Dakota"
"1816","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",249,"LV",34,63,"ND","North Dakota"
"1817","DFM Research",2020-09-26,2020-09-27,2020-09-29,"Live Phone",460,"A",37,51,"ND","North Dakota"
"1818","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",376,"LV",37,61,"ND","North Dakota"
"1819","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",370,"LV",39,59,"ND","North Dakota"
"1820","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",267,"LV",42,56,"NE","Nebraska"
"1821","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",910,"LV",44,54,"NE","Nebraska"
"1822","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",560,"LV",47,53,"NE","Nebraska"
"1823","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",799,"LV",41,57,"NE","Nebraska"
"1824","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",1124,"LV",46,52,"NE","Nebraska"
"1825","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",1666,"LV",43,55,"NE","Nebraska"
"1826","Emerson College",2019-02-21,2019-02-21,2019-02-22,"IVR/Internet",910,"RV",55,45,"NH","New Hampshire"
"1827","Gravis Marketing",2019-08-02,2019-08-04,2019-08-06,"IVR/Internet",505,"RV",53,40,"NH","New Hampshire"
"1828","Emerson College",2019-09-06,2019-09-07,2019-09-09,"IVR/Internet",1041,"RV",55,45,"NH","New Hampshire"
"1829","Saint Anselm College",2019-11-13,2019-11-15,2019-11-18,"Live Phone",512,"RV",51,43,"NH","New Hampshire"
"1830","Emerson College",2019-11-22,2019-11-24,2019-11-26,"IVR/Internet",637,"RV",46,42,"NH","New Hampshire"
"1831","Emerson College",2019-11-22,2019-11-24,2019-11-26,"IVR/Internet",547,"RV",52,48,"NH","New Hampshire"
"1832","Marist College",2020-01-20,2020-01-21,2020-01-23,"Live Phone",2223,"RV",51,43,"NH","New Hampshire"
"1833","McLaughlin & Associates",2020-02-04,2020-02-04,2020-02-05,"Live Phone",400,"LV",45,49,"NH","New Hampshire"
"1834","AtlasIntel",2020-02-08,2020-02-09,2020-02-10,"Internet",1100,"RV",44,46,"NH","New Hampshire"
"1835","University of New Hampshire",2020-02-19,2020-02-22,2020-02-25,"Live Phone",576,"LV",44,46,"NH","New Hampshire"
"1836","Saint Anselm College",2020-04-23,2020-04-25,2020-04-27,"Internet",820,"RV",50,42,"NH","New Hampshire"
"1837","University of New Hampshire",2020-05-14,2020-05-16,2020-05-18,"Internet",790,"LV",44,46,"NH","New Hampshire"
"1838","Saint Anselm College",2020-06-13,2020-06-14,2020-06-16,"Internet",1072,"RV",49,42,"NH","New Hampshire"
"1839","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",191,"LV",61,39,"NH","New Hampshire"
"1840","University of New Hampshire",2020-06-18,2020-06-20,2020-06-22,"Internet",936,"LV",52,39,"NH","New Hampshire"
"1841","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",574,"LV",60,39,"NH","New Hampshire"
"1842","University of New Hampshire",2020-07-16,2020-07-22,2020-07-28,"Internet",1893,"LV",53,40,"NH","New Hampshire"
"1843","Saint Anselm College",2020-08-15,2020-08-16,2020-08-17,"Internet",1042,"RV",51,43,"NH","New Hampshire"
"1844","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",444,"LV",60,39,"NH","New Hampshire"
"1845","Siena College/The New York Times Upshot",2020-09-08,2020-09-09,2020-09-11,"Live Phone",445,"LV",45,42,"NH","New Hampshire"
"1846","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",637,"LV",55,43,"NH","New Hampshire"
"1847","University of Massachusetts Lowell",2020-09-17,2020-09-21,2020-09-25,"Internet",657,"LV",53,44,"NH","New Hampshire"
"1848","Pulse Opinion Research",2020-09-23,2020-09-24,2020-09-25,"IVR/Internet",850,"LV",56,42,"NH","New Hampshire"
"1849","American Research Group",2020-09-25,2020-09-26,2020-09-28,"Live Phone",600,"LV",53,44,"NH","New Hampshire"
"1850","University of New Hampshire",2020-09-24,2020-09-26,2020-09-28,"Internet",972,"LV",53,44,"NH","New Hampshire"
"1851","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",1004,"LV",54,44,"NH","New Hampshire"
"1852","Emerson College",2020-09-30,2020-09-30,2020-10-01,"IVR/Internet",700,"LV",53,45,"NH","New Hampshire"
"1853","Saint Anselm College",2020-10-01,2020-10-02,2020-10-04,"Internet",1147,"LV",53,41,"NH","New Hampshire"
"1854","Suffolk University",2020-10-08,2020-10-10,2020-10-12,"Live Phone",500,"LV",51,41,"NH","New Hampshire"
"1855","University of New Hampshire",2020-10-09,2020-10-10,2020-10-12,"Internet",899,"LV",55,43,"NH","New Hampshire"
"1856","University of Massachusetts Lowell",2020-10-16,2020-10-21,2020-10-26,"Internet",757,"LV",53,43,"NH","New Hampshire"
"1857","Saint Anselm College",2020-10-23,2020-10-24,2020-10-26,"Internet",1018,"LV",52,44,"NH","New Hampshire"
"1858","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",910,"LV",53,46,"NH","New Hampshire"
"1859","University of New Hampshire",2020-10-24,2020-10-26,2020-10-28,"Internet",864,"LV",53,45,"NH","New Hampshire"
